author,cluster,k,pca_dims,silhouette,calinski_harabasz,davies_bouldin
"Sancho López, Jaime",3,5,2,0.6118342168906233,64.28961446785728,0.4110129655766432
"Berzal Herranz, Alfredo",0,5,2,0.6118342168906233,64.28961446785728,0.4110129655766432
"Gómez Castilla, Jordi",0,5,2,0.6118342168906233,64.28961446785728,0.4110129655766432
"Ortiz Fernández, Lourdes",2,5,2,0.6118342168906233,64.28961446785728,0.4110129655766432
"Márquez Ortiz, Ana María",2,5,2,0.6118342168906233,64.28961446785728,0.4110129655766432
"Sánchez Navarro, Macarena",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"López López, Manuel Carlos",2,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Thomas, María del Carmen",2,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"González Rey, Elena",4,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Martín Ibáñez, Javier",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Delgado Mora, Mario",4,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Pérez Victoria, José María",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Morales Sánchez, Juan Carlos",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Hernández López de Munaín, Cristina",5,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Suñé, Carlos",5,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Castanys, Santiago",2,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Matesanz del Barrio, Fuencisla",3,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Alcina, Antonio",3,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"González Pacanowska, Dolores",0,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Ruiz Pérez, Luis Miguel",0,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Navarro Carretero, Miguel",0,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Estévez García, Antonio Manuel",0,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Acosta Herrera, Marialbert",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Vidal Romero, Antonio",0,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"López Giménez, Juan F.",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Oliver Pozo, Francisco Javier",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Gómez Díaz, Elena",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Zubiaur, Mercedes",4,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Sánchez Luque, Francisco José",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Sancho López, Jaime",4,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Berzal Herranz, Alfredo",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Gómez Castilla, Jordi",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Ortiz Fernández, Lourdes",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Márquez Ortiz, Ana María",1,6,5,0.6309301074217489,24.088001404083524,0.5244868614120445
"Sánchez Navarro, Macarena",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"López López, Manuel Carlos",3,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Thomas, María del Carmen",3,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"González Rey, Elena",0,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Martín Ibáñez, Javier",6,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Delgado Mora, Mario",0,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Pérez Victoria, José María",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Morales Sánchez, Juan Carlos",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Hernández López de Munaín, Cristina",5,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Suñé, Carlos",5,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Castanys, Santiago",3,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Matesanz del Barrio, Fuencisla",2,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Alcina, Antonio",2,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"González Pacanowska, Dolores",4,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Ruiz Pérez, Luis Miguel",4,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Navarro Carretero, Miguel",4,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Estévez García, Antonio Manuel",4,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Acosta Herrera, Marialbert",6,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Vidal Romero, Antonio",4,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"López Giménez, Juan F.",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Oliver Pozo, Francisco Javier",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Gómez Díaz, Elena",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Zubiaur, Mercedes",0,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Sánchez Luque, Francisco José",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Sancho López, Jaime",0,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Berzal Herranz, Alfredo",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Gómez Castilla, Jordi",1,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Ortiz Fernández, Lourdes",6,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Márquez Ortiz, Ana María",6,7,5,0.7006239542042467,55.2164228967496,0.3526474528232129
"Sánchez Navarro, Macarena",2,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"López López, Manuel Carlos",0,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Thomas, María del Carmen",0,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"González Rey, Elena",5,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Martín Ibáñez, Javier",1,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
"Delgado Mora, Mario",5,8,5,0.6313435289386916,53.75130055021584,0.5163173294339636
