author,cluster,k,pca_dims,silhouette,calinski_harabasz,davies_bouldin
"Pérez Victoria, José María",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Morales Sánchez, Juan Carlos",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Martín Ibáñez, Javier",4,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Hernández López de Munaín, Cristina",6,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Suñé, Carlos",6,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Castanys, Santiago",0,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Matesanz del Barrio, Fuencisla",5,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Alcina, Antonio",5,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"González Pacanowska, Dolores",2,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Ruiz Pérez, Luis Miguel",2,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Navarro Carretero, Miguel",2,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Estévez García, Antonio Manuel",2,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Acosta Herrera, Marialbert",4,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Vidal Romero, Antonio",2,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"López Giménez, Juan F.",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Oliver Pozo, Francisco Javier",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Gómez Díaz, Elena",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Zubiaur, Mercedes",3,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Sánchez Luque, Francisco José",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Sancho López, Jaime",3,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Berzal Herranz, Alfredo",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Gómez Castilla, Jordi",1,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Ortiz Fernández, Lourdes",4,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Márquez Ortiz, Ana María",4,8,5,0.7411418543317,58.63482171191062,0.3059632544587938
"Sánchez Navarro, Macarena",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"López López, Manuel Carlos",8,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Thomas, María del Carmen",8,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"González Rey, Elena",7,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Delgado Mora, Mario",7,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Pérez Victoria, José María",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Morales Sánchez, Juan Carlos",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Martín Ibáñez, Javier",4,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Hernández López de Munaín, Cristina",6,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Suñé, Carlos",6,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Castanys, Santiago",0,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Matesanz del Barrio, Fuencisla",5,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Alcina, Antonio",5,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"González Pacanowska, Dolores",2,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Ruiz Pérez, Luis Miguel",2,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Navarro Carretero, Miguel",2,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Estévez García, Antonio Manuel",2,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Acosta Herrera, Marialbert",4,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Vidal Romero, Antonio",2,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"López Giménez, Juan F.",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Oliver Pozo, Francisco Javier",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Gómez Díaz, Elena",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Zubiaur, Mercedes",3,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Sánchez Luque, Francisco José",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Sancho López, Jaime",3,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Berzal Herranz, Alfredo",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Gómez Castilla, Jordi",1,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Ortiz Fernández, Lourdes",4,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Márquez Ortiz, Ana María",4,9,5,0.7317882954313625,67.99296351316896,0.26538001643751824
"Sánchez Navarro, Macarena",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"López López, Manuel Carlos",8,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Thomas, María del Carmen",8,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"González Rey, Elena",7,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Delgado Mora, Mario",7,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Pérez Victoria, José María",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Morales Sánchez, Juan Carlos",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Martín Ibáñez, Javier",4,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Hernández López de Munaín, Cristina",6,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Suñé, Carlos",6,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Castanys, Santiago",0,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Matesanz del Barrio, Fuencisla",5,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Alcina, Antonio",5,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"González Pacanowska, Dolores",2,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Ruiz Pérez, Luis Miguel",2,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Navarro Carretero, Miguel",2,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Estévez García, Antonio Manuel",2,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Acosta Herrera, Marialbert",4,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Vidal Romero, Antonio",2,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"López Giménez, Juan F.",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Oliver Pozo, Francisco Javier",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Gómez Díaz, Elena",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Zubiaur, Mercedes",3,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Sánchez Luque, Francisco José",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Sancho López, Jaime",3,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Berzal Herranz, Alfredo",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Gómez Castilla, Jordi",1,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Ortiz Fernández, Lourdes",9,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Márquez Ortiz, Ana María",9,10,5,0.7008355242356941,72.91720737033631,0.3280810618999007
"Sánchez Navarro, Macarena",3,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"López López, Manuel Carlos",8,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Thomas, María del Carmen",8,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"González Rey, Elena",4,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Delgado Mora, Mario",4,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
"Pérez Victoria, José María",0,11,10,0.7328500201430754,32.94693871353769,0.38074529466477625
